filecode,inputLine,tradeLine,SecType,Symbol,Underlying,Expiry,Strike,O_Type,Trade_Time,Lot_Time,Exchange,Q,Price,Proceeds,CommTax,Basis,Realized_PL,Codes,OC,Type1,Account
06C,510,83,S,ANR,ANR,,,,2012-10-18 10:10:49,2012-10-18 00:00:00,,200,,,,,1923.65,ST,W,,IB9048
06C,511,84,S,ANR,ANR,,,,2012-11-06 13:44:29,2012-11-06 13:44:29,-,-200,9.78,1956,-0.48,-3837.97,-1882.46,LI;C,C,S,IB9048
06C,512,84,S,ANR,ANR,,,,2012-11-06 13:44:29,2012-11-06 13:44:29,NYSE,-200,9.78,1956,-0.48,-3837.97,-1882.46,LI;C,C,,IB9048
06C,513,84,S,ANR,ANR,,,,2012-11-06 13:44:29,2012-10-18 10:10:49,,100,19.186353,,,1918.64,-940.88,ST,A,,IB9048
06C,514,84,S,ANR,ANR,,,,2012-11-06 13:44:29,2012-10-18 10:10:49,,100,19.193359,,,1919.34,-941.58,ST,A,,IB9048
06C,515,85,S,ANR,ANR,,,,2012-12-19 09:35:41,2012-12-19 09:35:41,-,-200,10.16,2032,-1.29,-3652.61,-1621.9,C,C,S,IB9048
06C,516,85,S,ANR,ANR,,,,2012-12-19 09:35:41,2012-12-19 09:35:41,NYSE,-200,10.16,2032,-1.29,-3652.61,-1621.9,C,C,,IB9048
06C,517,85,S,ANR,ANR,,,,2012-12-19 09:35:41,2012-03-16 00:00:00,,200,18.263058,,,3652.61,-1621.9,ST,A,,IB9048
06C,518,261,O,ANR 17MAR12 19.0 P,ANR,2012-03-17,19,P,2012-02-21 11:42:51,2012-02-21 11:42:51,-,-10,0.74,740,-3.06,-736.94,0,O,O,S,IB9048
06C,519,261,O,ANR 17MAR12 19.0 P,ANR,2012-03-17,19,P,2012-02-21 11:42:51,2012-02-21 11:42:51,NASDAQOM,-10,0.74,740,-3.06,-736.94,0,O,O,,IB9048
06C,520,262,O,ANR 17MAR12 19.0 P,ANR,2012-03-17,19,P,2012-03-16 16:20:00,2012-03-16 16:20:00,-,10,0,0,0,736.94,0,A;C,C,S,IB9048
06C,521,262,O,ANR 17MAR12 19.0 P,ANR,2012-03-17,19,P,2012-03-16 16:20:00,2012-03-16 16:20:00,--,10,0,0,0,736.94,0,A;C,C,,IB9048
06C,522,262,O,ANR 17MAR12 19.0 P,ANR,2012-03-17,19,P,2012-03-16 16:20:00,2012-02-21 00:00:00,,-10,0.736942,,,-736.94,0,ST,A,,IB9048
06C,523,263,O,ANR 21JUL12 7.0 P,ANR,2012-07-21,7,P,2012-07-10 15:34:29,2012-07-10 15:34:29,-,-4,0.26,104,-2.91,-101.09,0,O,O,S,IB9048
06C,524,263,O,ANR 21JUL12 7.0 P,ANR,2012-07-21,7,P,2012-07-10 15:34:29,2012-07-10 15:34:29,CBOE,-4,0.26,104,-2.91,-101.09,0,O,O,,IB9048
06C,525,264,O,ANR 21JUL12 7.0 P,ANR,2012-07-21,7,P,2012-07-20 16:20:00,2012-07-20 16:20:00,-,4,0,0,0,101.09,0,A;C,C,S,IB9048
06C,526,264,O,ANR 21JUL12 7.0 P,ANR,2012-07-21,7,P,2012-07-20 16:20:00,2012-07-20 16:20:00,--,4,0,0,0,101.09,0,A;C,C,,IB9048
06C,527,264,O,ANR 21JUL12 7.0 P,ANR,2012-07-21,7,P,2012-07-20 16:20:00,2012-07-10 00:00:00,,-4,0.252737,,,-101.09,0,ST,A,,IB9048
06C,528,86,S,APP,APP,,,,2012-10-19 11:08:46,2012-10-19 11:08:46,-,2000,1.11,-2220,-3.21,2223.21,0,P;O,O,S,IB9048
06C,529,86,S,APP,APP,,,,2012-10-19 11:08:46,2012-10-19 11:08:46,ISLAND,100,1.11,-111,-0.51,111.51,0,P;O,O,,IB9048
06C,530,86,S,APP,APP,,,,2012-10-19 11:12:51,2012-10-19 11:12:51,ISLAND,1500,1.11,-1665,-2.05,1667.05,0,P;O,O,,IB9048
06C,531,86,S,APP,APP,,,,2012-10-19 11:13:06,2012-10-19 11:13:06,ISLAND,400,1.11,-444,-0.64,444.64,0,P;O,O,,IB9048
06C,532,87,S,APRI,APRI,,,,2012-02-09 13:14:24,2012-02-09 13:14:24,-,2500,3.82,-9550,-16.57,9566.57,0,P;O,O,S,IB9048
06C,533,87,S,APRI,APRI,,,,2012-02-09 13:14:24,2012-02-09 13:14:24,PSX,600,3.82,-2292,-3.84,2295.84,0,P;O,O,,IB9048
06C,534,87,S,APRI,APRI,,,,2012-02-09 13:14:24,2012-02-09 13:14:24,ISLAND,800,3.82,-3056,-5.36,3061.36,0,P;O,O,,IB9048
06C,535,87,S,APRI,APRI,,,,2012-02-09 13:14:24,2012-02-09 13:14:24,BATS,100,3.82,-382,-0.66,382.66,0,P;O,O,,IB9048
06C,536,87,S,APRI,APRI,,,,2012-02-09 13:14:24,2012-02-09 13:14:24,ISLAND,1000,3.82,-3820,-6.7,3826.7,0,P;O,O,,IB9048
06C,537,88,S,ARNA,ARNA,,,,2012-07-11 15:26:06,2012-07-11 15:26:06,-,1000,11.12,-11120,-1.5,11121.5,0,P;O,O,S,IB9048
06C,538,88,S,ARNA,ARNA,,,,2012-07-11 15:26:06,2012-07-11 15:26:06,ISLAND,100,11.12,-1112,-0.5,1112.5,0,P;O,O,,IB9048
06C,539,88,S,ARNA,ARNA,,,,2012-07-11 15:26:16,2012-07-11 15:26:16,ISLAND,900,11.12,-10008,-1,10009,0,P;O,O,,IB9048
06C,540,89,S,ARNA,ARNA,,,,2012-07-23 15:43:19,2012-07-23 15:43:19,-,500,9.93,-4965,-1.3,4966.3,0,P;O,O,S,IB9048
06C,541,89,S,ARNA,ARNA,,,,2012-07-23 15:43:19,2012-07-23 15:43:19,BEX,200,9.93,-1986,-0.64,1986.64,0,P;O,O,,IB9048
06C,542,89,S,ARNA,ARNA,,,,2012-07-23 15:43:19,2012-07-23 15:43:19,CBSX,300,9.93,-2979,-0.66,2979.66,0,P;O,O,,IB9048
06C,543,90,S,ARNA,ARNA,,,,2012-07-27 11:08:25,2012-07-27 11:08:25,-,300,9.5,-2850,-0.45,2850.45,0,O,O,S,IB9048
06C,544,90,S,ARNA,ARNA,,,,2012-07-27 11:08:25,2012-07-27 11:08:25,ISLAND,300,9.5,-2850,-0.45,2850.45,0,O,O,,IB9048
06C,545,91,S,ARNA,ARNA,,,,2012-08-02 13:36:08,2012-08-02 13:36:08,-,500,7.68,-3840,-0.8,3840.8,0,P;O,O,S,IB9048
06C,546,91,S,ARNA,ARNA,,,,2012-08-02 13:36:08,2012-08-02 13:36:08,ARCA,250,7.68,-1920,-0.4,1920.4,0,P;O,O,,IB9048
06C,547,91,S,ARNA,ARNA,,,,2012-08-02 13:36:08,2012-08-02 13:36:08,ARCA,40,7.68,-307.2,-0.06,307.26,0,P;O,O,,IB9048
06C,548,91,S,ARNA,ARNA,,,,2012-08-02 13:36:08,2012-08-02 13:36:08,ARCA,200,7.68,-1536,-0.32,1536.32,0,P;O,O,,IB9048
06C,549,91,S,ARNA,ARNA,,,,2012-08-02 13:36:08,2012-08-02 13:36:08,ARCA,10,7.68,-76.8,-0.02,76.82,0,P;O,O,,IB9048
06C,550,92,S,ARNA,ARNA,,,,2012-08-03 14:54:32,2012-08-03 14:54:32,-,500,7.42,-3710,-0.75,3710.75,0,P;O,O,S,IB9048
06C,551,92,S,ARNA,ARNA,,,,2012-08-03 14:54:32,2012-08-03 14:54:32,ISLAND,100,7.42,-742,-0.5,742.5,0,P;O,O,,IB9048
06C,552,92,S,ARNA,ARNA,,,,2012-08-03 14:54:32,2012-08-03 14:54:32,ISLAND,400,7.42,-2968,-0.25,2968.25,0,P;O,O,,IB9048
06C,553,93,S,ARNA,ARNA,,,,2012-08-14 13:33:53,2012-08-14 13:33:53,-,-300,7.89,2367,-0.5,-2226.19,140.31,P;LI;C,C,S,IB9048
06C,554,93,S,ARNA,ARNA,,,,2012-08-14 13:33:53,2012-08-14 13:33:53,ISLAND,-20,7.89,157.8,-0.66,-148.41,8.72,P;LI;C,C,,IB9048
06C,555,93,S,ARNA,ARNA,,,,2012-08-14 13:33:53,2012-08-03 14:54:32,,20,7.420627,,,148.41,8.72,ST,A,,IB9048
06C,556,93,S,ARNA,ARNA,,,,2012-08-14 13:33:53,2012-08-14 13:33:53,ISLAND,-280,7.89,2209.2,0.16,-2077.78,131.58,P;LI;C,C,,IB9048
06C,557,93,S,ARNA,ARNA,,,,2012-08-14 13:33:53,2012-08-03 14:54:32,,280,7.420627,,,2077.78,131.58,ST,A,,IB9048
06C,558,94,S,ARNA,ARNA,,,,2012-08-14 15:25:30,2012-08-14 15:25:30,-,-200,8.27,1654,-0.34,-1484.56,169.1,P;LI;C,C,S,IB9048
06C,559,94,S,ARNA,ARNA,,,,2012-08-14 15:25:30,2012-08-14 15:25:30,ISLAND,-100,8.27,827,-0.52,-742.06,84.42,P;LI;C,C,,IB9048
06C,560,94,S,ARNA,ARNA,,,,2012-08-14 15:25:30,2012-08-03 14:54:32,,100,7.420627,,,742.06,84.42,ST,A,,IB9048
06C,561,94,S,ARNA,ARNA,,,,2012-08-14 15:25:30,2012-08-14 15:25:30,IBKRATS,-100,8.27,827,0.18,-742.5,84.68,P;LI;C,C,,IB9048
06C,562,94,S,ARNA,ARNA,,,,2012-08-14 15:25:30,2012-08-03 14:54:32,,100,7.425006,,,742.5,84.68,ST,A,,IB9048
06C,563,95,S,ARNA,ARNA,,,,2012-08-16 09:44:19,2012-08-16 09:44:19,-,200,7.88,-1576,-0.3,1576.3,0,O,O,S,IB9048
06C,564,95,S,ARNA,ARNA,,,,2012-08-16 09:44:19,2012-08-16 09:44:19,ISLAND,200,7.88,-1576,-0.3,1576.3,0,O,O,,IB9048
06C,565,96,S,ARNA,ARNA,,,,2012-08-22 12:20:46,2012-08-22 12:20:46,-,-200,8.62,1724,-0.36,-1576.3,147.34,P;LI;C,C,S,IB9048
06C,566,96,S,ARNA,ARNA,,,,2012-08-22 12:20:46,2012-08-22 12:20:46,ARCA,-100,8.62,862,-0.53,-788.15,73.32,P;LI;C,C,,IB9048
06C,567,96,S,ARNA,ARNA,,,,2012-08-22 12:20:46,2012-08-16 09:44:19,,100,7.881503,,,788.15,73.32,ST,A,,IB9048
06C,568,96,S,ARNA,ARNA,,,,2012-08-22 12:20:46,2012-08-22 12:20:46,ARCA,-100,8.62,862,0.17,-788.15,74.02,P;LI;C,C,,IB9048
06C,569,96,S,ARNA,ARNA,,,,2012-08-22 12:20:46,2012-08-16 09:44:19,,100,7.881503,,,788.15,74.02,ST,A,,IB9048
06C,570,97,S,ARNA,ARNA,,,,2012-08-27 12:11:12,2012-08-27 12:11:12,-,-200,9.12,1824,-0.36,-1536.32,287.32,P;LI;C,C,S,IB9048
06C,571,97,S,ARNA,ARNA,,,,2012-08-27 12:11:12,2012-08-27 12:11:12,ARCA,-50,9.12,456,-0.62,-384.08,71.3,P;LI;C,C,,IB9048
06C,572,97,S,ARNA,ARNA,,,,2012-08-27 12:11:12,2012-08-02 13:36:08,,10,7.681603,,,76.82,14.26,ST,A,,IB9048
06C,573,97,S,ARNA,ARNA,,,,2012-08-27 12:11:12,2012-08-02 13:36:08,,40,7.681603,,,307.26,57.04,ST,A,,IB9048
06C,574,97,S,ARNA,ARNA,,,,2012-08-27 12:11:23,2012-08-27 12:11:23,ARCA,-150,9.12,1368,0.25,-1152.24,216.01,P;LI;C,C,,IB9048
06C,575,97,S,ARNA,ARNA,,,,2012-08-27 12:11:23,2012-08-02 13:36:08,,150,7.681603,,,1152.24,216.01,ST,A,,IB9048
06C,576,98,S,ARNA,ARNA,,,,2012-09-06 11:14:01,2012-09-06 11:14:01,-,200,8.61,-1722,-0.32,1722.32,0,O,O,S,IB9048
06C,577,98,S,ARNA,ARNA,,,,2012-09-06 11:14:01,2012-09-06 11:14:01,ISLAND,200,8.61,-1722,-0.32,1722.32,0,O,O,,IB9048
06C,578,99,S,ARNA,ARNA,,,,2012-09-07 09:44:49,2012-09-07 09:44:49,-,200,8.61,-1722,-0.32,1722.32,0,O,O,S,IB9048
06C,579,99,S,ARNA,ARNA,,,,2012-09-07 09:44:49,2012-09-07 09:44:49,ARCA,200,8.61,-1722,-0.32,1722.32,0,O,O,,IB9048
06C,580,100,S,ARNA,ARNA,,,,2012-09-12 10:37:18,2012-09-12 10:37:18,-,400,8.18,-3272,-0.64,3272.64,0,O,O,S,IB9048
06C,581,100,S,ARNA,ARNA,,,,2012-09-12 10:37:18,2012-09-12 10:37:18,ISLAND,400,8.18,-3272,-0.64,3272.64,0,O,O,,IB9048
06C,582,101,S,ARNA,ARNA,,,,2012-09-12 11:02:48,2012-09-12 11:02:48,-,-200,8.36,1672,-0.36,-2224.61,0,C,C,S,IB9048
06C,583,101,S,ARNA,ARNA,,,,2012-09-12 11:02:48,2012-09-12 11:02:48,ARCA,-200,8.36,1672,-0.36,-2224.61,0,C,C,,IB9048
06C,584,101,S,ARNA,ARNA,,,,2012-09-12 11:02:48,2012-07-11 00:00:00,,200,11.12306,,,2224.61,-552.97,ST,A,,IB9048
06C,585,101,S,ARNA,ARNA,,,,2012-09-12 11:02:48,2012-09-06 00:00:00,,200,,,,,552.97,ST,W,,IB9048
06C,586,102,S,ARNA,ARNA,,,,2012-09-12 11:44:33,2012-09-12 11:44:33,-,-200,8.62,1724,-0.36,-2224.22,0,C,C,S,IB9048
06C,587,102,S,ARNA,ARNA,,,,2012-09-12 11:44:33,2012-09-12 11:44:33,ARCA,-200,8.62,1724,-0.36,-2224.22,0,C,C,,IB9048
06C,588,102,S,ARNA,ARNA,,,,2012-09-12 11:44:33,2012-07-11 00:00:00,,200,11.121114,,,2224.22,-500.58,ST,A,,IB9048
06C,589,102,S,ARNA,ARNA,,,,2012-09-12 11:44:33,2012-09-07 00:00:00,,200,,,,,500.58,ST,W,,IB9048
06C,590,103,S,ARNA,ARNA,,,,2012-09-12 15:06:34,2012-09-12 15:06:34,-,200,8.35,-1670,-0.32,1670.32,0,P;O,O,S,IB9048
06C,591,103,S,ARNA,ARNA,,,,2012-09-12 15:06:34,2012-09-12 15:06:34,ISLAND,100,8.35,-835,-0.51,835.51,0,P;O,O,,IB9048
06C,592,103,S,ARNA,ARNA,,,,2012-09-12 15:06:43,2012-09-12 15:06:43,ISLAND,100,8.35,-835,0.19,834.81,0,P;O,O,,IB9048
06C,593,104,S,ARNA,ARNA,,,,2012-09-17 15:45:48,2012-09-17 15:45:48,-,-200,8.62,1724,-0.36,-2224.22,0,P;C,C,S,IB9048
06C,594,104,S,ARNA,ARNA,,,,2012-09-17 15:45:48,2012-09-17 15:45:48,ISLAND,-100,8.62,862,-0.53,-1112.11,0,P;C,C,,IB9048
06C,595,104,S,ARNA,ARNA,,,,2012-09-17 15:45:48,2012-07-11 00:00:00,,100,11.121114,,,1112.11,-250.64,ST,A,,IB9048
06C,596,104,S,ARNA,ARNA,,,,2012-09-17 15:45:48,2012-09-12 00:00:00,,100,,,,,250.64,ST,W,,IB9048
06C,597,104,S,ARNA,ARNA,,,,2012-09-17 15:46:00,2012-09-17 15:46:00,ISLAND,-100,8.62,862,0.17,-1112.11,0,P;C,C,,IB9048
06C,598,104,S,ARNA,ARNA,,,,2012-09-17 15:46:00,2012-07-11 00:00:00,,100,11.121114,,,1112.11,-249.94,ST,A,,IB9048
06C,599,104,S,ARNA,ARNA,,,,2012-09-17 15:46:00,2012-09-12 00:00:00,,100,,,,,249.94,ST,W,,IB9048
06C,600,105,S,ARNA,ARNA,,,,2012-09-18 14:29:27,2012-09-18 14:29:27,-,-200,9.28,1856,-0.36,-1670.32,185.32,LI;C,C,S,IB9048
06C,601,105,S,ARNA,ARNA,,,,2012-09-18 14:29:27,2012-09-18 14:29:27,ISLAND,-200,9.28,1856,-0.36,-1670.32,185.32,LI;C,C,,IB9048
06C,602,105,S,ARNA,ARNA,,,,2012-09-18 14:29:27,2012-09-12 15:06:43,,100,8.3481,,,834.81,93.01,ST,A,,IB9048
06C,603,105,S,ARNA,ARNA,,,,2012-09-18 14:29:27,2012-09-12 15:06:34,,100,8.355106,,,835.51,92.31,ST,A,,IB9048
06C,604,106,S,ARNA,ARNA,,,,2012-09-24 15:26:25,2012-09-24 15:26:25,-,200,8.51,-1702,-0.32,1702.32,0,O,O,S,IB9048
06C,605,106,S,ARNA,ARNA,,,,2012-09-24 15:26:25,2012-09-24 15:26:25,ARCA,200,8.51,-1702,-0.32,1702.32,0,O,O,,IB9048
06C,606,107,S,ARNA,ARNA,,,,2012-10-10 13:27:51,2012-10-10 13:27:51,-,-200,9.28,1856,-0.36,-2275.29,0,P;SL;C,C,S,IB9048
06C,607,107,S,ARNA,ARNA,,,,2012-10-10 13:27:51,2012-10-10 13:27:51,ARCA,-100,9.28,928,-0.53,-1137.84,0,P;SL;C,C,,IB9048
06C,608,107,S,ARNA,ARNA,,,,2012-10-10 13:27:51,2012-09-06 11:14:01,,100,11.3784,,,1137.84,-210.37,ST,A,,IB9048
06C,609,107,S,ARNA,ARNA,,,,2012-10-10 13:27:51,2012-09-12 10:37:18,,100,,,,,210.37,ST,W,,IB9048
06C,610,107,S,ARNA,ARNA,,,,2012-10-10 13:28:00,2012-10-10 13:28:00,ARCA,-100,9.28,928,0.17,-1137.45,0,P;SL;C,C,,IB9048
06C,611,107,S,ARNA,ARNA,,,,2012-10-10 13:28:00,2012-09-06 11:14:01,,100,11.374507,,,1137.45,-209.28,ST,A,,IB9048
06C,612,107,S,ARNA,ARNA,,,,2012-10-10 13:28:00,2012-09-12 10:37:18,,100,,,,,209.28,ST,W,,IB9048
06C,613,108,S,ARNA,ARNA,,,,2012-10-17 09:42:03,2012-10-17 09:42:03,-,-200,9.72,1944,-0.36,-2222.9,0,SL;C,C,S,IB9048
06C,614,108,S,ARNA,ARNA,,,,2012-10-17 09:42:03,2012-10-17 09:42:03,ARCA,-200,9.72,1944,-0.36,-2222.9,0,SL;C,C,,IB9048
06C,615,108,S,ARNA,ARNA,,,,2012-10-17 09:42:03,2012-09-07 09:44:49,,200,11.114513,,,2222.9,-279.27,ST,A,,IB9048
06C,616,108,S,ARNA,ARNA,,,,2012-10-17 09:42:03,2012-09-24 15:26:25,,200,,,,,279.27,ST,W,,IB9048
06C,617,109,S,ARNA,ARNA,,,,2012-10-19 09:38:53,2012-10-19 09:38:53,-,200,9.45,-1890,-0.32,1890.32,0,P;O,O,S,IB9048
06C,618,109,S,ARNA,ARNA,,,,2012-10-19 09:38:53,2012-10-19 09:38:53,ARCA,40,9.45,-378,-0.62,378.62,0,P;O,O,,IB9048
06C,619,109,S,ARNA,ARNA,,,,2012-10-19 09:38:53,2012-10-19 09:38:53,ARCA,60,9.45,-567,0.11,566.89,0,P;O,O,,IB9048
06C,620,109,S,ARNA,ARNA,,,,2012-10-19 09:38:53,2012-10-19 09:38:53,ARCA,100,9.45,-945,0.19,944.81,0,P;O,O,,IB9048
06C,621,265,O,ASH 18FEB12 70.0 C,ASH,2012-02-18,70,C,2012-01-09 14:36:44,2012-01-09 14:36:44,-,-8,0.25,200,-5.8,-194.2,0,O,O,S,IB9048
06C,622,265,O,ASH 18FEB12 70.0 C,ASH,2012-02-18,70,C,2012-01-09 14:36:44,2012-01-09 14:36:44,CBOE,-8,0.25,200,-5.8,-194.2,0,O,O,,IB9048
06C,623,266,O,ASH 18FEB12 70.0 C,ASH,2012-02-18,70,C,2012-01-09 14:43:49,2012-01-09 14:43:49,-,-8,0.25,200,-5.8,-194.2,0,O,O,S,IB9048
06C,624,266,O,ASH 18FEB12 70.0 C,ASH,2012-02-18,70,C,2012-01-09 14:43:49,2012-01-09 14:43:49,CBOE,-8,0.25,200,-5.8,-194.2,0,O,O,,IB9048
06C,625,267,O,ASH 18FEB12 70.0 C,ASH,2012-02-18,70,C,2012-02-17 16:20:00,2012-02-17 16:20:00,-,16,0,0,0,388.4,388.4,Ep;C,C,S,IB9048
06C,626,267,O,ASH 18FEB12 70.0 C,ASH,2012-02-18,70,C,2012-02-17 16:20:00,2012-02-17 16:20:00,--,16,0,0,0,388.4,388.4,Ep;C,C,,IB9048
06C,627,267,O,ASH 18FEB12 70.0 C,ASH,2012-02-18,70,C,2012-02-17 16:20:00,2012-01-09 00:00:00,,-16,0.24275,,,-388.4,388.4,ST,A,,IB9048
06C,628,110,S,ASYS,ASYS,,,,2012-05-18 16:20:00,2012-05-18 16:20:00,-,900,7.5,-6750,0,6750,0,A;O,O,S,IB9048
06C,629,110,S,ASYS,ASYS,,,,2012-05-18 16:20:00,2012-05-18 16:20:00,--,900,7.5,-6750,0,6750,0,A;O,O,,IB9048
06C,630,268,O,ASYS 19MAY12 7.5 P,ASYS,2012-05-19,7.5,P,2012-02-16 14:15:54,2012-02-16 14:15:54,-,-9,0.55,495,-6.53,-488.47,0,O,O,S,IB9048
06C,631,268,O,ASYS 19MAY12 7.5 P,ASYS,2012-05-19,7.5,P,2012-02-16 14:15:54,2012-02-16 14:15:54,CBOE,-9,0.55,495,-6.53,-488.47,0,O,O,,IB9048
06C,632,269,O,ASYS 19MAY12 7.5 P,ASYS,2012-05-19,7.5,P,2012-05-18 16:20:00,2012-05-18 16:20:00,-,9,0,0,0,488.47,0,A;C,C,S,IB9048
06C,633,269,O,ASYS 19MAY12 7.5 P,ASYS,2012-05-19,7.5,P,2012-05-18 16:20:00,2012-05-18 16:20:00,--,9,0,0,0,488.47,0,A;C,C,,IB9048
06C,634,269,O,ASYS 19MAY12 7.5 P,ASYS,2012-05-19,7.5,P,2012-05-18 16:20:00,2012-02-16 00:00:00,,-9,0.542744,,,-488.47,0,ST,A,,IB9048
06C,635,111,S,ATML,ATML,,,,2012-07-31 15:06:23,2012-07-31 15:06:23,-,1000,5.84,-5840,-3.21,5843.21,0,P;O,O,S,IB9048
06C,636,111,S,ATML,ATML,,,,2012-07-31 15:06:23,2012-07-31 15:06:23,BYX,300,5.84,-1752,-1.05,1753.05,0,P;O,O,,IB9048
06C,637,111,S,ATML,ATML,,,,2012-07-31 15:06:23,2012-07-31 15:06:23,BYX,200,5.84,-1168,-0.7,1168.7,0,P;O,O,,IB9048
06C,638,111,S,ATML,ATML,,,,2012-07-31 15:06:23,2012-07-31 15:06:23,CBSX,200,5.84,-1168,-0.44,1168.44,0,P;O,O,,IB9048
06C,639,111,S,ATML,ATML,,,,2012-07-31 15:06:23,2012-07-31 15:06:23,BYX,100,5.84,-584,-0.35,584.35,0,P;O,O,,IB9048
06C,640,111,S,ATML,ATML,,,,2012-07-31 15:06:23,2012-07-31 15:06:23,BYX,100,5.84,-584,-0.35,584.35,0,P;O,O,,IB9048
06C,641,111,S,ATML,ATML,,,,2012-07-31 15:06:23,2012-07-31 15:06:23,BEX,100,5.84,-584,-0.32,584.32,0,P;O,O,,IB9048
06C,642,112,S,ATML,ATML,,,,2012-08-02 08:09:01,2012-08-02 08:09:01,-,1000,5.45,-5450,-1.6,5451.6,0,O,O,S,IB9048
06C,643,112,S,ATML,ATML,,,,2012-08-02 08:09:01,2012-08-02 08:09:01,ARCA,1000,5.45,-5450,-1.6,5451.6,0,O,O,,IB9048
06C,644,113,S,ATML,ATML,,,,2012-08-03 09:30:00,2012-08-03 09:30:00,-,-200,5.66,1132,-0.87,-1090.32,40.81,LI;C,C,S,IB9048
06C,645,113,S,ATML,ATML,,,,2012-08-03 09:30:00,2012-08-03 09:30:00,ISLAND,-200,5.66,1132,-0.87,-1090.32,40.81,LI;C,C,,IB9048
06C,646,113,S,ATML,ATML,,,,2012-08-03 09:30:00,2012-08-02 08:09:01,,200,5.451603,,,1090.32,40.81,ST,A,,IB9048
06C,647,114,S,ATML,ATML,,,,2012-08-07 09:59:02,2012-08-07 09:59:02,-,-300,5.86,1758,-0.52,-1635.48,122,P;LI;C,C,S,IB9048
06C,648,114,S,ATML,ATML,,,,2012-08-07 09:59:02,2012-08-07 09:59:02,ARCA,-200,5.86,1172,-0.35,-1090.32,81.33,P;LI;C,C,,IB9048
06C,649,114,S,ATML,ATML,,,,2012-08-07 09:59:02,2012-08-02 08:09:01,,200,5.451603,,,1090.32,81.33,ST,A,,IB9048
06C,650,114,S,ATML,ATML,,,,2012-08-07 09:59:02,2012-08-07 09:59:02,ARCA,-100,5.86,586,-0.17,-545.16,40.67,P;LI;C,C,,IB9048
06C,651,114,S,ATML,ATML,,,,2012-08-07 09:59:02,2012-08-02 08:09:01,,100,5.451603,,,545.16,40.67,ST,A,,IB9048
06C,652,115,S,ATML,ATML,,,,2012-08-07 11:27:49,2012-08-07 11:27:49,-,-200,6.01,1202,-0.33,-1090.32,111.35,LI;C,C,S,IB9048
06C,653,115,S,ATML,ATML,,,,2012-08-07 11:27:49,2012-08-07 11:27:49,ISLAND,-200,6.01,1202,-0.33,-1090.32,111.35,LI;C,C,,IB9048
06C,654,115,S,ATML,ATML,,,,2012-08-07 11:27:49,2012-08-02 08:09:01,,200,5.451603,,,1090.32,111.35,ST,A,,IB9048
06C,655,116,S,ATML,ATML,,,,2012-08-07 11:43:25,2012-08-07 11:43:25,-,-200,6.06,1212,-0.33,-1090.32,121.35,LI;C,C,S,IB9048
06C,656,116,S,ATML,ATML,,,,2012-08-07 11:43:25,2012-08-07 11:43:25,ISLAND,-200,6.06,1212,-0.33,-1090.32,121.35,LI;C,C,,IB9048
06C,657,116,S,ATML,ATML,,,,2012-08-07 11:43:25,2012-08-02 08:09:01,,200,5.451603,,,1090.32,121.35,ST,A,,IB9048
06C,658,270,O,ATML 19JAN13 12.5 P,ATML,2013-01-19,12.5,P,2012-12-18 14:05:36,2012-12-18 14:05:36,-,10,6.7,-6700,-1.81,2892.86,-3808.96,LI;C,C,S,IB9048
06C,659,270,O,ATML 19JAN13 12.5 P,ATML,2013-01-19,12.5,P,2012-12-18 14:05:36,2012-12-18 14:05:36,BOX,10,6.7,-6700,-1.81,2892.86,-3808.96,LI;C,C,,IB9048
06C,660,270,O,ATML 19JAN13 12.5 P,ATML,2013-01-19,12.5,P,2012-12-18 14:05:36,2011-03-28 15:59:37,,-10,2.892855,,,-2892.86,-3808.96,ST,A,,IB9048
06C,661,271,O,ATML 19JAN13 12.5 P,ATML,2013-01-19,12.5,P,2012-12-20 14:16:51,2012-12-20 14:16:51,-,10,6.35,-6350,0.39,2892.86,-3456.76,LI;C,C,S,IB9048
06C,662,271,O,ATML 19JAN13 12.5 P,ATML,2013-01-19,12.5,P,2012-12-20 14:16:51,2012-12-20 14:16:51,BATS,10,6.35,-6350,0.39,2892.86,-3456.76,LI;C,C,,IB9048
06C,663,271,O,ATML 19JAN13 12.5 P,ATML,2013-01-19,12.5,P,2012-12-20 14:16:51,2011-03-28 15:59:37,,-5,2.892855,,,-1446.43,-1728.38,ST,A,,IB9048
06C,664,271,O,ATML 19JAN13 12.5 P,ATML,2013-01-19,12.5,P,2012-12-20 14:16:51,2011-03-28 15:59:37,,-5,2.892855,,,-1446.43,-1728.38,ST,A,,IB9048
06C,665,272,O,ATML 19JAN13 12.5 P,ATML,2013-01-19,12.5,P,2012-12-21 10:14:14,2012-12-21 10:14:14,-,10,6.3,-6300,-7.61,2892.86,-3414.76,LI;C,C,S,IB9048
06C,666,272,O,ATML 19JAN13 12.5 P,ATML,2013-01-19,12.5,P,2012-12-21 10:14:14,2012-12-21 10:14:14,AMEX,10,6.3,-6300,-7.61,2892.86,-3414.76,LI;C,C,,IB9048
06C,667,272,O,ATML 19JAN13 12.5 P,ATML,2013-01-19,12.5,P,2012-12-21 10:14:14,2011-03-28 15:59:37,,-10,2.892855,,,-2892.86,-3414.76,ST,A,,IB9048
06C,668,273,O,ATPG 18JAN14 5.0 C,ATPG,2014-01-18,5,C,2012-06-08 15:57:32,2012-06-08 15:57:32,-,4,1.9,-760,-1.14,761.14,0,O,O,S,IB9048
