filecode,inputLine,tradeLine,SecType,Symbol,Underlying,Expiry,Strike,O_Type,Trade_Time,Lot_Time,Exchange,Q,Price,Proceeds,CommTax,Basis,Realized_PL,Codes,OC,Type1,Account
06C,929,127,S,BVSN,BVSN,,,,2012-01-24 13:11:35,2012-01-24 13:11:35,-,-267,42.6,11374.2,-0.62,-3439.81,7933.77,P;ML;C,C,S,IB9048
06C,930,127,S,BVSN,BVSN,,,,2012-01-24 13:11:35,2012-01-24 13:11:35,ISLAND,-125,42.6,5325,-0.55,-1620.21,3704.23,P;ML;C,C,,IB9048
06C,931,127,S,BVSN,BVSN,,,,2012-01-24 13:11:35,2011-04-26 13:37:34,,82,12.961703,,,1062.86,2429.98,ST,A,,IB9048
06C,932,127,S,BVSN,BVSN,,,,2012-01-24 13:11:35,2011-04-26 13:37:34,,43,12.961703,,,557.35,1274.26,ST,A,,IB9048
06C,933,127,S,BVSN,BVSN,,,,2012-01-24 13:11:36,2012-01-24 13:11:36,ISLAND,-142,42.6,6049.2,-0.07,-1819.59,4229.54,P;ML;C,C,,IB9048
06C,934,127,S,BVSN,BVSN,,,,2012-01-24 13:11:36,2011-04-26 13:37:34,,79,12.961703,,,1023.97,2341.39,ST,A,,IB9048
06C,935,127,S,BVSN,BVSN,,,,2012-01-24 13:11:36,2011-04-21 15:18:22,,63,12.628896,,,795.62,1888.15,ST,A,,IB9048
06C,936,128,S,BVSN,BVSN,,,,2012-01-24 13:15:52,2012-01-24 13:15:52,-,-100,43.3,4330,-0.58,-1262.8,3066.61,P;ML;C,C,S,IB9048
06C,937,128,S,BVSN,BVSN,,,,2012-01-24 13:15:52,2012-01-24 13:15:52,ISLAND,-50,43.3,2165,-0.64,-631.44,1532.91,P;ML;C,C,,IB9048
06C,938,128,S,BVSN,BVSN,,,,2012-01-24 13:15:52,2011-04-21 15:18:22,,50,12.628896,,,631.44,1532.91,ST,A,,IB9048
06C,939,128,S,BVSN,BVSN,,,,2012-01-24 13:15:52,2012-01-24 13:15:52,ISLAND,-50,43.3,2165,0.06,-631.36,1533.7,P;ML;C,C,,IB9048
06C,940,128,S,BVSN,BVSN,,,,2012-01-24 13:15:52,2011-04-21 15:18:22,,10,12.628896,,,126.29,306.72,ST,A,,IB9048
06C,941,128,S,BVSN,BVSN,,,,2012-01-24 13:15:52,2011-04-21 15:18:22,,40,12.626703,,,505.07,1226.98,ST,A,,IB9048
06C,942,129,S,BVSN,BVSN,,,,2012-01-24 13:16:50,2012-01-24 13:16:50,-,-200,43.49,8698,-0.47,-2524.29,6173.25,ML;C,C,S,IB9048
06C,943,129,S,BVSN,BVSN,,,,2012-01-24 13:16:50,2012-01-24 13:16:50,ISLAND,-200,43.49,8698,-0.47,-2524.29,6173.25,ML;C,C,,IB9048
06C,944,129,S,BVSN,BVSN,,,,2012-01-24 13:16:50,2011-04-21 15:18:22,,60,12.626703,,,757.6,1851.66,ST,A,,IB9048
06C,945,129,S,BVSN,BVSN,,,,2012-01-24 13:16:50,2011-04-21 15:18:22,,100,12.625232,,,1262.52,3086.24,ST,A,,IB9048
06C,946,129,S,BVSN,BVSN,,,,2012-01-24 13:16:50,2011-04-21 15:40:07,,1,12.621703,,,12.62,30.87,ST,A,,IB9048
06C,947,129,S,BVSN,BVSN,,,,2012-01-24 13:16:50,2011-04-21 15:18:22,,4,12.606703,,,50.43,123.52,ST,A,,IB9048
06C,948,129,S,BVSN,BVSN,,,,2012-01-24 13:16:50,2011-04-21 15:18:22,,35,12.6032,,,441.11,1080.96,ST,A,,IB9048
06C,949,130,S,C,C,,,,2012-02-03 15:45:06,2012-02-03 15:45:06,-,-100,33.31,3331,-0.63,-3004.22,326.15,ML;C,C,S,IB9048
06C,950,130,S,C,C,,,,2012-02-03 15:45:06,2012-02-03 15:45:06,NYSE,-100,33.31,3331,-0.63,-3004.22,326.15,ML;C,C,,IB9048
06C,951,130,S,C,C,,,,2012-02-03 15:45:06,2011-08-17 13:13:50,,100,30.042203,,,3004.22,326.15,ST,A,,IB9048
06C,952,131,S,C,C,,,,2012-03-15 14:51:44,2012-03-15 14:51:44,-,-100,36.31,3631,-0.64,-3004.22,626.14,ML;C,C,S,IB9048
06C,953,131,S,C,C,,,,2012-03-15 14:51:44,2012-03-15 14:51:44,NYSE,-100,36.31,3631,-0.64,-3004.22,626.14,ML;C,C,,IB9048
06C,954,131,S,C,C,,,,2012-03-15 14:51:44,2011-08-17 13:13:50,,100,30.042203,,,3004.22,626.14,ST,A,,IB9048
06C,955,132,S,C,C,,,,2012-03-16 16:20:00,2012-03-16 16:20:00,-,-300,35,10500,-0.19,-9012.66,1634.97,A;ML;C,C,S,IB9048
06C,956,132,S,C,C,,,,2012-03-16 16:20:00,2012-03-16 16:20:00,--,-300,35,10500,-0.19,-9012.66,1634.97,A;ML;C,C,,IB9048
06C,957,132,S,C,C,,,,2012-03-16 16:20:00,2011-08-17 13:13:50,,300,30.042203,,,9012.66,1634.97,ST,A,,IB9048
06C,958,133,S,C,C,,,,2012-05-11 10:51:21,2012-05-11 10:51:21,-,200,29.61,-5922,-0.44,5922.44,0,P;O,O,S,IB9048
06C,959,133,S,C,C,,,,2012-05-11 10:51:21,2012-05-11 10:51:21,NYSE,100,29.61,-2961,-0.57,2961.57,0,P;O,O,,IB9048
06C,960,133,S,C,C,,,,2012-05-11 10:53:02,2012-05-11 10:53:02,NYSE,100,29.61,-2961,0.13,2960.87,0,P;O,O,,IB9048
06C,961,134,S,C,C,,,,2012-05-18 16:20:00,2012-05-18 16:20:00,-,400,29,-11600,0,11600,0,A;O,O,S,IB9048
06C,962,134,S,C,C,,,,2012-05-18 16:20:00,2012-05-18 16:20:00,--,400,29,-11600,0,11600,0,A;O,O,,IB9048
06C,963,135,S,C,C,,,,2012-09-11 10:38:52,2012-09-11 10:38:52,-,-200,32.61,6522,-0.59,-6008.44,512.97,P;C,C,S,IB9048
06C,964,135,S,C,C,,,,2012-09-11 10:38:52,2012-09-11 10:38:52,NYSE,-100,32.61,3261,-0.64,-3004.22,256.14,P;C,C,,IB9048
06C,965,135,S,C,C,,,,2012-09-11 10:38:52,2011-08-17 00:00:00,,100,30.042203,,,3004.22,256.14,LT,A,,IB9048
06C,966,135,S,C,C,,,,2012-09-11 10:38:55,2012-09-11 10:38:55,NYSE,-100,32.61,3261,0.06,-3004.22,256.84,P;C,C,,IB9048
06C,967,135,S,C,C,,,,2012-09-11 10:38:55,2011-08-17 00:00:00,,100,30.042203,,,3004.22,256.84,LT,A,,IB9048
06C,968,136,S,C,C,,,,2012-09-12 16:00:19,2012-09-12 16:00:19,-,-200,33.66,6732,-0.47,-5922.44,809.09,SL;C,C,S,IB9048
06C,969,136,S,C,C,,,,2012-09-12 16:00:19,2012-09-12 16:00:19,ISLAND,-200,33.66,6732,-0.47,-5922.44,809.09,SL;C,C,,IB9048
06C,970,136,S,C,C,,,,2012-09-12 16:00:19,2012-05-11 10:51:21,,100,29.615706,,,2961.57,404.19,ST,A,,IB9048
06C,971,136,S,C,C,,,,2012-09-12 16:00:19,2012-05-11 10:53:02,,100,29.6087,,,2960.87,404.89,ST,A,,IB9048
06C,972,137,S,C,C,,,,2012-12-17 16:50:11,2012-12-17 16:50:11,-,-200,39.09,7818,-0.42,-6008.44,1809.14,C,C,S,IB9048
06C,973,137,S,C,C,,,,2012-12-17 16:50:11,2012-12-17 16:50:11,BATS,-200,39.09,7818,-0.42,-6008.44,1809.14,C,C,,IB9048
06C,974,137,S,C,C,,,,2012-12-17 16:50:11,2011-08-17 00:00:00,,200,30.042203,,,6008.44,1809.14,LT,A,,IB9048
06C,975,334,O,C 18FEB12 26.0 P,C,2012-02-18,26,P,2012-01-17 12:49:29,2012-01-17 12:49:29,-,-10,0.62,620,-7.26,-612.74,0,O,O,S,IB9048
06C,976,334,O,C 18FEB12 26.0 P,C,2012-02-18,26,P,2012-01-17 12:49:29,2012-01-17 12:49:29,CBOE,-10,0.62,620,-7.26,-612.74,0,O,O,,IB9048
06C,977,335,O,C 18FEB12 26.0 P,C,2012-02-18,26,P,2012-02-17 16:20:00,2012-02-17 16:20:00,-,10,0,0,0,612.74,612.74,Ep;C,C,S,IB9048
06C,978,335,O,C 18FEB12 26.0 P,C,2012-02-18,26,P,2012-02-17 16:20:00,2012-02-17 16:20:00,--,10,0,0,0,612.74,612.74,Ep;C,C,,IB9048
06C,979,335,O,C 18FEB12 26.0 P,C,2012-02-18,26,P,2012-02-17 16:20:00,2012-01-17 00:00:00,,-10,0.612743,,,-612.74,612.74,ST,A,,IB9048
06C,980,336,O,C 09MAR12 35.0 C,C,2012-03-09,35,C,2012-03-01 15:50:10,2012-03-01 15:50:10,-,-3,0.27,81,-0.91,-80.09,0,O,O,S,IB9048
06C,981,336,O,C 09MAR12 35.0 C,C,2012-03-09,35,C,2012-03-01 15:50:10,2012-03-01 15:50:10,NASDAQOM,-3,0.27,81,-0.91,-80.09,0,O,O,,IB9048
06C,982,337,O,C 09MAR12 35.0 C,C,2012-03-09,35,C,2012-03-09 16:20:00,2012-03-09 16:20:00,-,3,0,0,0,80.09,80.09,Ep;C,C,S,IB9048
06C,983,337,O,C 09MAR12 35.0 C,C,2012-03-09,35,C,2012-03-09 16:20:00,2012-03-09 16:20:00,--,3,0,0,0,80.09,80.09,Ep;C,C,,IB9048
06C,984,337,O,C 09MAR12 35.0 C,C,2012-03-09,35,C,2012-03-09 16:20:00,2012-03-01 00:00:00,,-3,0.26695,,,-80.09,80.09,ST,A,,IB9048
06C,985,338,O,C 17MAR12 35.0 C,C,2012-03-17,35,C,2012-03-01 15:50:04,2012-03-01 15:50:04,-,-3,0.5,150,-2.18,-147.82,0,O,O,S,IB9048
06C,986,338,O,C 17MAR12 35.0 C,C,2012-03-17,35,C,2012-03-01 15:50:04,2012-03-01 15:50:04,CBOE,-3,0.5,150,-2.18,-147.82,0,O,O,,IB9048
06C,987,339,O,C 17MAR12 35.0 C,C,2012-03-17,35,C,2012-03-16 16:20:00,2012-03-16 16:20:00,-,3,0,0,0,147.82,0,A;C,C,S,IB9048
06C,988,339,O,C 17MAR12 35.0 C,C,2012-03-17,35,C,2012-03-16 16:20:00,2012-03-16 16:20:00,--,3,0,0,0,147.82,0,A;C,C,,IB9048
06C,989,339,O,C 17MAR12 35.0 C,C,2012-03-17,35,C,2012-03-16 16:20:00,2012-03-01 00:00:00,,-3,0.492746,,,-147.82,0,ST,A,,IB9048
06C,990,340,O,C 19MAY12 41.0 C,C,2012-05-19,41,C,2012-03-19 11:18:09,2012-03-19 11:18:09,-,-6,0.83,498,-4.36,-493.64,0,P;O,O,S,IB9048
06C,991,340,O,C 19MAY12 41.0 C,C,2012-05-19,41,C,2012-03-19 11:18:09,2012-03-19 11:18:09,CBOE,-5,0.83,415,-3.63,-411.37,0,P;O,O,,IB9048
06C,992,340,O,C 19MAY12 41.0 C,C,2012-05-19,41,C,2012-03-19 11:18:12,2012-03-19 11:18:12,CBOE,-1,0.83,83,-0.73,-82.27,0,P;O,O,,IB9048
06C,993,341,O,C 19MAY12 41.0 C,C,2012-05-19,41,C,2012-05-18 16:20:00,2012-05-18 16:20:00,-,6,0,0,0,493.64,493.64,Ep;C,C,S,IB9048
06C,994,341,O,C 19MAY12 41.0 C,C,2012-05-19,41,C,2012-05-18 16:20:00,2012-05-18 16:20:00,--,6,0,0,0,493.64,493.64,Ep;C,C,,IB9048
06C,995,341,O,C 19MAY12 41.0 C,C,2012-05-19,41,C,2012-05-18 16:20:00,2012-03-19 00:00:00,,-6,0.82274,,,-493.64,493.64,ST,A,,IB9048
06C,996,342,O,C 19MAY12 29.0 P,C,2012-05-19,29,P,2012-05-11 12:59:28,2012-05-11 12:59:28,-,-4,0.4,160,-2.9,-157.1,0,P;O,O,S,IB9048
06C,997,342,O,C 19MAY12 29.0 P,C,2012-05-19,29,P,2012-05-11 12:59:28,2012-05-11 12:59:28,CBOE,-3,0.4,120,-2.18,-117.82,0,P;O,O,,IB9048
06C,998,342,O,C 19MAY12 29.0 P,C,2012-05-19,29,P,2012-05-11 12:59:29,2012-05-11 12:59:29,CBOE,-1,0.4,40,-0.73,-39.27,0,P;O,O,,IB9048
06C,999,343,O,C 19MAY12 29.0 P,C,2012-05-19,29,P,2012-05-18 16:20:00,2012-05-18 16:20:00,-,4,0,0,0,157.1,0,A;C,C,S,IB9048
06C,1000,343,O,C 19MAY12 29.0 P,C,2012-05-19,29,P,2012-05-18 16:20:00,2012-05-18 16:20:00,--,4,0,0,0,157.1,0,A;C,C,,IB9048
06C,1001,343,O,C 19MAY12 29.0 P,C,2012-05-19,29,P,2012-05-18 16:20:00,2012-05-11 00:00:00,,-4,0.392746,,,-157.1,0,ST,A,,IB9048
06C,1002,344,O,C 17NOV12 35.0 C,C,2012-11-17,35,C,2012-09-07 14:34:46,2012-09-07 14:34:46,-,-4,0.83,332,-3.04,-328.96,0,O,O,S,IB9048
06C,1003,344,O,C 17NOV12 35.0 C,C,2012-11-17,35,C,2012-09-07 14:34:46,2012-09-07 14:34:46,CBOE,-4,0.83,332,-3.04,-328.96,0,O,O,,IB9048
06C,1004,345,O,C 17NOV12 35.0 C,C,2012-11-17,35,C,2012-11-15 10:35:20,2012-11-15 10:35:20,-,2,0.7,-140,-1.52,164.48,22.96,LI;C,C,S,IB9048
06C,1005,345,O,C 17NOV12 35.0 C,C,2012-11-17,35,C,2012-11-15 10:35:20,2012-11-15 10:35:20,CBOE,2,0.7,-140,-1.52,164.48,22.96,LI;C,C,,IB9048
06C,1006,345,O,C 17NOV12 35.0 C,C,2012-11-17,35,C,2012-11-15 10:35:20,2012-09-07 14:34:46,,-2,0.822389,,,-164.48,22.96,ST,A,,IB9048
06C,1007,346,O,C 17NOV12 35.0 C,C,2012-11-17,35,C,2012-11-15 11:27:20,2012-11-15 11:27:20,-,2,0.58,-116,-2.02,164.48,46.46,LI;C,C,S,IB9048
06C,1008,346,O,C 17NOV12 35.0 C,C,2012-11-17,35,C,2012-11-15 11:27:20,2012-11-15 11:27:20,ISE,2,0.58,-116,-2.02,164.48,46.46,LI;C,C,,IB9048
06C,1009,346,O,C 17NOV12 35.0 C,C,2012-11-17,35,C,2012-11-15 11:27:20,2012-09-07 14:34:46,,-2,0.822389,,,-164.48,46.46,ST,A,,IB9048
06C,1010,347,O,C 19JAN13 40.0 C,C,2013-01-19,40,C,2012-12-05 13:09:51,2012-12-05 13:09:51,-,-2,0.42,84,-1.52,-82.48,0,O,O,S,IB9048
06C,1011,347,O,C 19JAN13 40.0 C,C,2013-01-19,40,C,2012-12-05 13:09:51,2012-12-05 13:09:51,ISE,-2,0.42,84,-1.52,-82.48,0,O,O,,IB9048
06C,1012,348,O,C 19JAN13 35.0 P,C,2013-01-19,35,P,2012-10-05 14:10:55,2012-10-05 14:10:55,-,-2,2.49,498,-1.53,-496.47,0,O,O,S,IB9048
06C,1013,348,O,C 19JAN13 35.0 P,C,2013-01-19,35,P,2012-10-05 14:10:55,2012-10-05 14:10:55,CBOE,-2,2.49,498,-1.53,-496.47,0,O,O,,IB9048
06C,1014,349,O,C 19JAN13 40.0 P,C,2013-01-19,40,P,2012-02-01 13:39:57,2012-02-01 13:39:57,-,2,10,-2000,-1.45,1149.06,-852.39,ML;C,C,S,IB9048
06C,1015,349,O,C 19JAN13 40.0 P,C,2013-01-19,40,P,2012-02-01 13:39:57,2012-02-01 13:39:57,CBOE,2,10,-2000,-1.45,1149.06,-852.39,ML;C,C,,IB9048
06C,1016,349,O,C 19JAN13 40.0 P,C,2013-01-19,40,P,2012-02-01 13:39:57,2011-05-25 11:58:14,,-2,5.745275,,,-1149.06,-852.39,ST,A,,IB9048
06C,1017,350,O,C 19JAN13 40.0 P,C,2013-01-19,40,P,2012-10-05 12:41:16,2012-10-05 12:41:16,-,2,5.45,-1090,-1.52,1149.06,57.54,LI;C,C,S,IB9048
06C,1018,350,O,C 19JAN13 40.0 P,C,2013-01-19,40,P,2012-10-05 12:41:16,2012-10-05 12:41:16,CBOE,2,5.45,-1090,-1.52,1149.06,57.54,LI;C,C,,IB9048
06C,1019,350,O,C 19JAN13 40.0 P,C,2013-01-19,40,P,2012-10-05 12:41:16,2011-05-25 11:58:14,,-2,5.745275,,,-1149.06,57.54,ST,A,,IB9048
06C,1020,351,O,C 19JAN13 40.0 P,C,2013-01-19,40,P,2012-10-11 10:24:35,2012-10-11 10:24:35,-,2,4.9,-980,-1.52,1149.06,167.54,LI;C,C,S,IB9048
06C,1021,351,O,C 19JAN13 40.0 P,C,2013-01-19,40,P,2012-10-11 10:24:35,2012-10-11 10:24:35,CBOE,2,4.9,-980,-1.52,1149.06,167.54,LI;C,C,,IB9048
06C,1022,351,O,C 19JAN13 40.0 P,C,2013-01-19,40,P,2012-10-11 10:24:35,2011-05-25 11:58:14,,-1,5.745275,,,-574.53,83.77,ST,A,,IB9048
06C,1023,351,O,C 19JAN13 40.0 P,C,2013-01-19,40,P,2012-10-11 10:24:35,2011-05-25 11:58:14,,-1,5.745275,,,-574.53,83.77,ST,A,,IB9048
06C,1024,352,O,C 19JAN13 40.0 P,C,2013-01-19,40,P,2012-10-15 15:06:22,2012-10-15 15:06:22,-,2,4.6,-920,-1.52,1149.06,227.54,LI;C,C,S,IB9048
06C,1025,352,O,C 19JAN13 40.0 P,C,2013-01-19,40,P,2012-10-15 15:06:22,2012-10-15 15:06:22,CBOE,2,4.6,-920,-1.52,1149.06,227.54,LI;C,C,,IB9048
06C,1026,352,O,C 19JAN13 40.0 P,C,2013-01-19,40,P,2012-10-15 15:06:22,2011-05-25 11:58:14,,-2,5.745275,,,-1149.06,227.54,ST,A,,IB9048
06C,1027,138,S,CADX,CADX,,,,2012-07-12 10:31:15,2012-07-12 10:31:15,-,-500,4.58,2290,-1.73,-4812.43,-2524.16,P;MSL;C,C,S,IB9048
06C,1028,138,S,CADX,CADX,,,,2012-07-12 10:31:15,2012-07-12 10:31:15,BATS,-100,4.58,458,-1.02,-962.49,-505.51,P;MSL;C,C,,IB9048
06C,1029,138,S,CADX,CADX,,,,2012-07-12 10:31:15,2011-04-04 13:58:48,,100,9.624853,,,962.49,-505.51,LT,A,,IB9048
06C,1030,138,S,CADX,CADX,,,,2012-07-12 10:31:15,2012-07-12 10:31:15,BATS,-100,4.58,458,-0.32,-962.49,-504.81,P;MSL;C,C,,IB9048
06C,1031,138,S,CADX,CADX,,,,2012-07-12 10:31:15,2011-04-04 13:58:48,,100,9.624853,,,962.49,-504.81,LT,A,,IB9048
06C,1032,138,S,CADX,CADX,,,,2012-07-12 10:31:28,2012-07-12 10:31:28,BATS,-300,4.58,1374,-0.39,-2887.46,-1513.85,P;MSL;C,C,,IB9048
06C,1033,138,S,CADX,CADX,,,,2012-07-12 10:31:28,2011-04-04 13:58:48,,300,9.624853,,,2887.46,-1513.85,LT,A,,IB9048
06C,1034,139,S,CADX,CADX,,,,2012-07-12 13:21:24,2012-07-12 13:21:24,-,-500,4.64,2320,-0.8,-4812.43,-2493.23,MSL;C,C,S,IB9048
06C,1035,139,S,CADX,CADX,,,,2012-07-12 13:21:24,2012-07-12 13:21:24,ISLAND,-500,4.64,2320,-0.8,-4812.43,-2493.23,MSL;C,C,,IB9048
06C,1036,139,S,CADX,CADX,,,,2012-07-12 13:21:24,2011-04-04 13:58:48,,500,9.624853,,,4812.43,-2493.23,LT,A,,IB9048
06C,1037,140,S,CADX,CADX,,,,2012-07-17 15:10:13,2012-07-17 15:10:13,-,1000,4.37,-4370,-1.5,4371.5,5017.39,O,O,S,IB9048
06C,1038,140,S,CADX,CADX,,,,2012-07-17 15:10:13,2012-07-17 15:10:13,ISLAND,1000,4.37,-4370,-1.5,4371.5,5017.39,O,O,,IB9048
06C,1039,140,S,CADX,CADX,,,,2012-07-17 15:10:13,2012-07-17 00:00:00,,1000,,,,,5017.39,LT,W,,IB9048
06C,1040,141,S,CADX,CADX,,,,2012-07-23 13:57:47,2012-07-23 13:57:47,-,300,4.13,-1239,-0.48,1239.48,0,P;O,O,S,IB9048
06C,1041,141,S,CADX,CADX,,,,2012-07-23 13:57:47,2012-07-23 13:57:47,ARCA,100,4.13,-413,-0.51,413.51,0,P;O,O,,IB9048
06C,1042,141,S,CADX,CADX,,,,2012-07-23 13:57:47,2012-07-23 13:57:47,ARCA,100,4.13,-413,0.19,412.81,0,P;O,O,,IB9048
06C,1043,141,S,CADX,CADX,,,,2012-07-23 14:00:26,2012-07-23 14:00:26,ARCA,100,4.13,-413,-0.16,413.16,0,P;O,O,,IB9048
06C,1044,142,S,CADX,CADX,,,,2012-07-27 10:45:45,2012-07-27 10:45:45,-,-300,4.35,1305,-0.48,-2826.38,0,P;MSL;C,C,S,IB9048
06C,1045,142,S,CADX,CADX,,,,2012-07-27 10:45:45,2012-07-27 10:45:45,ISLAND,-100,4.35,435,-0.51,-942.66,0,P;MSL;C,C,,IB9048
06C,1046,142,S,CADX,CADX,,,,2012-07-27 10:45:45,2012-07-17 15:10:13,,100,9.426565,,,942.66,-508.17,LT,A,,IB9048
06C,1047,142,S,CADX,CADX,,,,2012-07-27 10:45:45,2012-07-23 13:57:47,,100,,,,,508.17,LT,W,,IB9048
06C,1048,142,S,CADX,CADX,,,,2012-07-27 10:46:06,2012-07-27 10:46:06,ISLAND,-40,4.35,174,0.08,-376.78,0,P;MSL;C,C,,IB9048
06C,1049,142,S,CADX,CADX,,,,2012-07-27 10:46:06,2012-07-17 15:10:13,,40,9.419558,,,376.78,-202.71,LT,A,,IB9048
06C,1050,142,S,CADX,CADX,,,,2012-07-27 10:46:06,2012-07-23 13:57:47,,40,,,,,202.71,LT,W,,IB9048
06C,1051,142,S,CADX,CADX,,,,2012-07-27 10:46:10,2012-07-27 10:46:10,ISLAND,-40,4.35,174,0.08,-376.78,0,P;MSL;C,C,,IB9048
06C,1052,142,S,CADX,CADX,,,,2012-07-27 10:46:10,2012-07-17 15:10:13,,40,9.419558,,,376.78,-202.71,LT,A,,IB9048
06C,1053,142,S,CADX,CADX,,,,2012-07-27 10:46:10,2012-07-23 13:57:47,,40,,,,,202.71,LT,W,,IB9048
06C,1054,142,S,CADX,CADX,,,,2012-07-27 10:46:16,2012-07-27 10:46:16,ISLAND,-40,4.35,174,0.01,-376.74,0,P;MSL;C,C,,IB9048
06C,1055,142,S,CADX,CADX,,,,2012-07-27 10:46:16,2012-07-17 15:10:13,,20,9.419558,,,188.39,-101.39,LT,A,,IB9048
06C,1056,142,S,CADX,CADX,,,,2012-07-27 10:46:16,2012-07-17 15:10:13,,20,9.417662,,,188.35,-101.35,LT,A,,IB9048
06C,1057,142,S,CADX,CADX,,,,2012-07-27 10:46:16,2012-07-23 13:57:47,,20,,,,,101.39,LT,W,,IB9048
06C,1058,142,S,CADX,CADX,,,,2012-07-27 10:46:16,2012-07-23 14:00:26,,20,,,,,101.35,LT,W,,IB9048
06C,1059,142,S,CADX,CADX,,,,2012-07-27 10:46:20,2012-07-27 10:46:20,ISLAND,-80,4.35,348,-0.13,-753.41,0,P;MSL;C,C,,IB9048
06C,1060,142,S,CADX,CADX,,,,2012-07-27 10:46:20,2012-07-17 15:10:13,,80,9.417662,,,753.41,-405.54,LT,A,,IB9048
06C,1061,142,S,CADX,CADX,,,,2012-07-27 10:46:20,2012-07-23 14:00:26,,80,,,,,405.54,LT,W,,IB9048
06C,1062,143,S,CADX,CADX,,,,2012-11-30 10:26:53,2012-11-30 10:26:53,-,-300,4.56,1368,-0.51,-2819.33,-1451.84,MSL;C,C,S,IB9048
06C,1063,143,S,CADX,CADX,,,,2012-11-30 10:26:53,2012-11-30 10:26:53,ISLAND,-300,4.56,1368,-0.51,-2819.33,-1451.84,MSL;C,C,,IB9048
06C,1064,143,S,CADX,CADX,,,,2012-11-30 10:26:53,2012-07-17 15:10:13,,200,9.417662,,,1883.53,-971.87,LT,A,,IB9048
06C,1065,143,S,CADX,CADX,,,,2012-11-30 10:26:53,2012-07-17 15:10:13,,100,9.357963,,,935.8,-479.97,LT,A,,IB9048
06C,1066,144,S,CADX,CADX,,,,2012-12-03 15:08:53,2012-12-03 15:08:53,-,300,4.19,-1257,-0.48,1257.48,1451.84,O,O,S,IB9048
06C,1067,144,S,CADX,CADX,,,,2012-12-03 15:08:53,2012-12-03 15:08:53,ISLAND,300,4.19,-1257,-0.48,1257.48,1451.84,O,O,,IB9048
06C,1068,144,S,CADX,CADX,,,,2012-12-03 15:08:53,2012-12-03 00:00:00,,300,,,,,1451.84,LT,W,,IB9048
06C,1069,145,S,CADX,CADX,,,,2012-12-12 09:23:45,2012-12-12 09:23:45,-,-100,4.52,452,-1.03,-899.13,-448.16,LI;C,C,S,IB9048
06C,1070,145,S,CADX,CADX,,,,2012-12-12 09:23:45,2012-12-12 09:23:45,ARCA,-100,4.52,452,-1.03,-899.13,-448.16,LI;C,C,,IB9048
06C,1071,145,S,CADX,CADX,,,,2012-12-12 09:23:45,2012-12-03 15:08:53,,100,8.991271,,,899.13,-448.16,LT,A,,IB9048
06C,1072,146,S,CADX,CADX,,,,2012-12-13 19:15:42,2012-12-13 19:15:42,-,-200,4.52,904,-0.34,-1810.19,-906.53,LI;C,C,S,IB9048
06C,1073,146,S,CADX,CADX,,,,2012-12-13 19:15:42,2012-12-13 19:15:42,ARCA,-200,4.52,904,-0.34,-1810.19,-906.53,LI;C,C,,IB9048
06C,1074,146,S,CADX,CADX,,,,2012-12-13 19:15:42,2012-12-03 15:08:53,,200,9.05097,,,1810.19,-906.53,LT,A,,IB9048
06C,1075,147,S,CADX,CADX,,,,2012-12-14 09:30:02,2012-12-14 09:30:02,-,-300,4.68,1404,-0.51,-2761.34,-1357.85,LI;C,C,S,IB9048
06C,1076,147,S,CADX,CADX,,,,2012-12-14 09:30:02,2012-12-14 09:30:02,ISLAND,-300,4.68,1404,-0.51,-2761.34,-1357.85,LI;C,C,,IB9048
06C,1077,147,S,CADX,CADX,,,,2012-12-14 09:30:02,2012-07-23 14:00:26,,80,9.200865,,,736.07,-361.81,LT,A,,IB9048
06C,1078,147,S,CADX,CADX,,,,2012-12-14 09:30:02,2012-07-23 14:00:26,,20,9.199114,,,183.98,-90.42,LT,A,,IB9048
06C,1079,147,S,CADX,CADX,,,,2012-12-14 09:30:02,2012-07-23 13:57:47,,20,9.197507,,,183.95,-90.38,LT,A,,IB9048
06C,1080,147,S,CADX,CADX,,,,2012-12-14 09:30:02,2012-07-23 13:57:47,,40,9.195756,,,367.83,-180.7,LT,A,,IB9048
06C,1081,147,S,CADX,CADX,,,,2012-12-14 09:30:02,2012-07-23 13:57:47,,40,9.195756,,,367.83,-180.7,LT,A,,IB9048
06C,1082,147,S,CADX,CADX,,,,2012-12-14 09:30:02,2012-07-23 13:57:47,,100,9.216774,,,921.68,-453.85,LT,A,,IB9048
06C,1083,148,S,CADX,CADX,,,,2012-12-14 10:22:37,2012-12-14 10:22:37,-,-400,4.74,1896,-0.68,-3743.19,-1847.87,P;LI;C,C,S,IB9048
06C,1084,148,S,CADX,CADX,,,,2012-12-14 10:22:37,2012-12-14 10:22:37,ISLAND,-100,4.74,474,-0.52,-935.8,-462.32,P;LI;C,C,,IB9048
06C,1085,148,S,CADX,CADX,,,,2012-12-14 10:22:37,2012-07-17 15:10:13,,100,9.357963,,,935.8,-462.32,LT,A,,IB9048
06C,1086,148,S,CADX,CADX,,,,2012-12-14 10:22:38,2012-12-14 10:22:38,ISLAND,-300,4.74,1422,-0.16,-2807.39,-1385.55,P;LI;C,C,,IB9048
06C,1087,148,S,CADX,CADX,,,,2012-12-14 10:22:38,2012-07-17 15:10:13,,300,9.357963,,,2807.39,-1385.55,LT,A,,IB9048
